TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,,
138,0.00,1742,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1744,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1745,F,START,2.2,47.9,90982,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1746,F,START,2.2,47.9,90982,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1747,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1748,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1749,F,START,2.0,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1750,F,START,1.8,47.9,90985,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1751,F,START,1.9,47.9,90985,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1752,F,START,2.1,47.9,90982,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1753,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1754,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1755,F,START,2.0,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1756,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1757,F,START,1.7,47.9,90987,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1758,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1759,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1760,F,START,2.0,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1761,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1762,F,START,1.8,47.9,90985,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1763,F,START,1.8,47.9,90986,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1764,F,START,1.8,47.9,90986,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1765,F,START,1.9,47.9,90985,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1766,F,START,1.7,47.9,90987,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1767,F,START,1.8,47.9,90986,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1768,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1769,F,START,1.8,47.9,90986,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1770,F,START,1.9,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1771,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1772,F,START,2.0,47.9,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1773,F,START,2.1,47.9,90982,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1774,F,START,1.8,47.9,90986,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1775,F,START,2.1,47.9,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1776,F,START,1.9,48.0,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1777,F,START,2.1,48.0,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1778,F,START,2.0,48.0,90984,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1779,F,START,1.9,48.0,90985,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
138,0.00,1780,F,START,2.1,48.0,90983,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00,0.0,0.0000,0.0000,0,NULL
